source	action	destination	note
test/fixtures/compiler/52-numeric-character-and-string-literal-patterns-require-a-catch-all-diagnostic.hd	moved	spec/conformance/typing/invalid/integer-literal-match-without-catch-all.hd	-
test/fixtures/compiler/52-numeric-character-and-string-literal-patterns-require-a-catch-all-unreachable-match-arm.hd	held back	test/fixtures/compiler/52-numeric-character-and-string-literal-patterns-require-a-catch-all-unreachable-match-arm.hd	marks unreachable-match-arm, which spec/README.md does not inventory (F-205)
test/fixtures/compiler/52-numeric-character-and-string-literal-patterns-require-a-catch-all.hd	converted	spec/conformance/runtime/valid/literal-patterns.hd	-
test/fixtures/compiler/53-match-guards-see-pattern-bindings-and-do-not-contribute-coverage-diagnostic.hd	moved	spec/conformance/typing/invalid/guarded-catch-all-not-exhaustive.hd	-
test/fixtures/compiler/53-match-guards-see-pattern-bindings-and-do-not-contribute-coverage-type-mismatch-2.hd	moved	spec/conformance/typing/invalid/match-guard-type-mismatch.hd	-
test/fixtures/compiler/53-match-guards-see-pattern-bindings-and-do-not-contribute-coverage-type-mismatch.hd	moved	spec/conformance/typing/valid/match-guard-reads-binding.hd	-
test/fixtures/compiler/53-match-guards-see-pattern-bindings-and-do-not-contribute-coverage.hd	converted	spec/conformance/runtime/valid/match-guards.hd	-
test/fixtures/compiler/54-optionals-inject-plain-values-match-both-cases-and-propagate-nil.hd	converted	spec/conformance/runtime/valid/optional-propagation.hd	-
test/fixtures/compiler/55-result-constructors-matching-and-error-propagation-use-the-erased-carrie.hd	converted	spec/conformance/runtime/valid/result-propagation.hd	-
test/fixtures/compiler/56-imported-resourceerror-is-a-generic-wasm-gc-enum.hd	converted	spec/conformance/runtime/valid/resource-error-operation-payload.hd	-
test/fixtures/compiler/57-result-patterns-recursively-match-imported-enum-payloads.hd	converted	spec/conformance/runtime/valid/result-pattern-nested-enum.hd	-
test/fixtures/compiler/58-optional-and-result-context-errors-have-stable-diagnostics-diagnostic-2.hd	held back	test/fixtures/compiler/58-optional-and-result-context-errors-have-stable-diagnostics-diagnostic-2.hd	marks result-constructor-needs-context, which spec/README.md does not inventory (F-205)
test/fixtures/compiler/58-optional-and-result-context-errors-have-stable-diagnostics-diagnostic-3.hd	held back	test/fixtures/compiler/58-optional-and-result-context-errors-have-stable-diagnostics-diagnostic-3.hd	marks invalid-result-propagation, which spec/README.md does not inventory (F-205)
test/fixtures/compiler/58-optional-and-result-context-errors-have-stable-diagnostics-diagnostic-4.hd	moved	spec/conformance/typing/warnings/unused-nested-optional-binding.hd	-
test/fixtures/compiler/58-optional-and-result-context-errors-have-stable-diagnostics-diagnostic.hd	held back	test/fixtures/compiler/58-optional-and-result-context-errors-have-stable-diagnostics-diagnostic.hd	marks nil-needs-optional-type, which spec/README.md does not inventory (F-205)
test/fixtures/compiler/59-optional-result-discarded.hd	moved	spec/conformance/typing/invalid/discarded-optional-result.hd	-
test/fixtures/compiler/59-optional-result-explicitly-discarded.hd	moved	spec/conformance/typing/valid/optional-result-explicitly-discarded.hd	-
test/fixtures/compiler/60-comprehensions-lower-nested-filters-and-map-replacement.hd	converted	spec/conformance/runtime/valid/comprehensions.hd	-
test/fixtures/compiler/60-comprehensions-reject-suspension-calls.hd	moved	spec/conformance/typing/invalid/bang-call-in-comprehension.hd	-
test/fixtures/compiler/60-typed-noncapturing-closures-lower-to-wasm-typed-function-references-diagnostic.hd	moved	spec/conformance/typing/invalid/closure-argument-type-mismatch.hd	-
test/fixtures/compiler/60-typed-noncapturing-closures-lower-to-wasm-typed-function-references.hd	converted	spec/conformance/runtime/valid/closure-as-function-argument.hd	-
test/fixtures/compiler/61-binding-expressions-reject-same-scope-redeclaration.hd	moved	spec/conformance/typing/invalid/binding-expression-redeclaration.hd	-
test/fixtures/compiler/61-binding-expressions-return-values-and-bind-in-enclosing-scope.hd	converted	spec/conformance/runtime/valid/binding-expressions.hd	-
test/fixtures/compiler/61-expected-function-types-infer-inline-closure-parameters-and-results-diagnostic.hd	held back	test/fixtures/compiler/61-expected-function-types-infer-inline-closure-parameters-and-results-diagnostic.hd	marks closure-parameter-needs-annotation, which spec/README.md does not inventory (F-205)
test/fixtures/compiler/61-expected-function-types-infer-inline-closure-parameters-and-results.hd	converted	spec/conformance/runtime/valid/closure-parameter-inference.hd	-
test/fixtures/compiler/62-nonrecursive-closures-infer-result-types-from-fallthrough-and-returns-closure-result-type.hd	held back	test/fixtures/compiler/62-nonrecursive-closures-infer-result-types-from-fallthrough-and-returns-closure-result-type.hd	marks closure-result-type, which spec/README.md does not inventory (F-205)
test/fixtures/compiler/62-nonrecursive-closures-infer-result-types-from-fallthrough-and-returns.hd	converted	spec/conformance/runtime/valid/closure-result-inference.hd	-
test/fixtures/compiler/62-string-trim-and-lower-use-unicode-byte-bridge.hd	converted	spec/conformance/runtime/valid/string-trim-and-lower.hd	-
test/fixtures/compiler/63-explicitly-typed-local-closures-recurse-through-their-current-environmen.hd	converted	spec/conformance/runtime/valid/recursive-local-closure.hd	-
test/fixtures/compiler/63-generic-iterator-traits-drive-for-loops-and-comprehensions.hd	converted	spec/conformance/runtime/valid/iterator-trait-loops.hd	-
test/fixtures/compiler/63-generic-iterator-traits-require-mutable-receivers.hd	moved	spec/conformance/typing/invalid/readonly-iterator-in-comprehension.hd	-
test/fixtures/compiler/64-generic-methods-infer-and-erase-type-arguments.hd	converted	spec/conformance/runtime/valid/generic-methods.hd	-
test/fixtures/compiler/64-named-local-functions-capture-enclosing-values-and-recurse.hd	converted	spec/conformance/runtime/valid/named-local-functions.hd	-
test/fixtures/compiler/65-string-split-preserves-boundaries-and-unicode-scalars.hd	converted	spec/conformance/runtime/valid/string-split.hd	-
test/fixtures/compiler/66-associated-functions-use-qualified-static-calls.hd	held back	test/fixtures/compiler/66-associated-functions-use-qualified-static-calls.hd	uses `Type::name[T](...)`, which the chapter-02 EBNF does not derive
test/fixtures/compiler/67-blanket-implementations-dispatch-with-inferred-dictionaries.hd	converted	spec/conformance/runtime/valid/blanket-impl-for-list.hd	-
test/fixtures/compiler/68-generic-implementation-heads-cannot-overlap.hd	moved	spec/conformance/typing/invalid/overlapping-generic-impl-heads.hd	-
test/fixtures/compiler/69-trait-qualified-calls-select-ambiguous-methods.hd	converted	spec/conformance/runtime/valid/trait-qualified-calls.hd	-
test/fixtures/compiler/70-generic-trait-qualified-calls-select-an-instantiation.hd	converted	spec/conformance/runtime/valid/generic-trait-qualified-calls.hd	-
test/fixtures/compiler/71-trait-associated-functions-use-implementing-type-qualification.hd	converted	spec/conformance/runtime/valid/trait-associated-functions.hd	-
test/fixtures/compiler/72-associated-types-specialize-self-projections.hd	converted	spec/conformance/runtime/valid/associated-type-projections.hd	-
test/fixtures/compiler/73-supertraits-reject-missing-parent-implementations.hd	held back	test/fixtures/compiler/73-supertraits-reject-missing-parent-implementations.hd	marks missing-supertrait-implementation, which spec/README.md does not inventory (F-205)
test/fixtures/compiler/73-supertraits-require-and-expose-parent-implementations.hd	converted	spec/conformance/runtime/valid/supertrait-methods.hd	-
test/fixtures/compiler/74-mutable-trait-bounds-preserve-root-access.hd	converted	spec/conformance/runtime/valid/mutable-trait-bound.hd	-
test/fixtures/compiler/74-mutable-trait-bounds-reject-readonly-roots.hd	held back	test/fixtures/compiler/74-mutable-trait-bounds-reject-readonly-roots.hd	marks mutable-bound-required, which spec/README.md does not inventory (F-205)
test/fixtures/compiler/75-generic-trait-methods-use-static-erased-dispatch.hd	held back	test/fixtures/compiler/75-generic-trait-methods-use-static-erased-dispatch.hd	uses `Trait::name[T](...)`, which the chapter-02 EBNF does not derive
test/fixtures/compiler/76-blanket-implementations-materialize-dynamic-and-bound-dictionaries.hd	converted	spec/conformance/runtime/valid/blanket-impl-dynamic-and-bound.hd	-
test/fixtures/compiler/76-bounded-blanket-implementations-capture-erased-dictionaries.hd	converted	spec/conformance/runtime/valid/bounded-blanket-impl.hd	-
test/fixtures/compiler/77-generic-supertraits-reject-incompatible-upcasts.hd	moved	spec/conformance/typing/invalid/generic-supertrait-upcast-mismatch.hd	-
test/fixtures/compiler/77-generic-supertraits-substitute-parent-arguments.hd	converted	spec/conformance/runtime/valid/generic-supertraits.hd	-
test/fixtures/compiler/78-bounded-blanket-supertraits-capture-parent-dictionaries.hd	converted	spec/conformance/runtime/valid/bounded-blanket-supertraits.hd	-
test/fixtures/compiler/assert-failure-panics.hd	converted by hand	spec/conformance/runtime/panic/assert-failure-outside-test.hd	D2: called through a test block
test/fixtures/compiler/display-requires-implementation.hd	held back	test/fixtures/compiler/display-requires-implementation.hd	marks missing-display, which spec/README.md does not inventory (F-205)
test/fixtures/frontend/00-core-program.hd	held back	test/fixtures/frontend/00-core-program.hd	implementation detail: lexer and AST snapshot input
test/fixtures/frontend/04-parser-builds-value-producing-while-else.hd	moved	spec/conformance/parse/valid/while-else.hd	-
test/fixtures/frontend/05-parser-builds-for-loops-with-tuple-bindings-and-else-suites.hd	moved	spec/conformance/parse/valid/for-tuple-binding-else.hd	-
test/fixtures/frontend/06-parser-lowers-named-local-functions-to-typed-closure-bindings.hd	moved	spec/conformance/parse/valid/named-local-function.hd	-
test/fixtures/frontend/07-parser-retains-mutable-permission-types-and-field-assignments-2.hd	moved	spec/conformance/parse/valid/mutable-list-parameter-index-assignment.hd	-
test/fixtures/frontend/07-parser-retains-mutable-permission-types-and-field-assignments.hd	moved	spec/conformance/parse/valid/mutable-parameter-field-assignment.hd	-
test/fixtures/frontend/08-parser-represents-mut-self-as-a-mutable-self-receiver-2.hd	moved	spec/conformance/parse/invalid/mut-non-self-parameter.hd	-
test/fixtures/frontend/08-parser-represents-mut-self-as-a-mutable-self-receiver.hd	moved	spec/conformance/parse/valid/mut-self-receiver.hd	-
test/fixtures/frontend/09-parser-distinguishes-inherent-and-trait-implementation-blocks.hd	moved	spec/conformance/parse/valid/inherent-and-trait-impls.hd	-
test/fixtures/frontend/10-parser-marks-bare-data-members-as-embedded-fields.hd	moved	spec/conformance/parse/valid/embedded-data-member.hd	-
test/fixtures/frontend/11-parser-retains-explicit-generic-arguments-and-trailing-callbacks-2.hd	moved	spec/conformance/parse/valid/trailing-callback-statement.hd	-
test/fixtures/frontend/11-parser-retains-explicit-generic-arguments-and-trailing-callbacks.hd	moved	spec/conformance/parse/valid/explicit-generic-arguments-with-placeholder.hd	-
test/fixtures/frontend/12-parser-retains-explicit-generic-data-arguments.hd	moved	spec/conformance/parse/valid/explicit-generic-data-arguments.hd	-
test/fixtures/frontend/13-tabs-and-inconsistent-dedents-are-rejected-by-the-lexer-2.hd	moved	spec/conformance/parse/invalid/dedent-to-unused-column.hd	-
test/fixtures/frontend/13-tabs-and-inconsistent-dedents-are-rejected-by-the-lexer.hd	moved	spec/conformance/parse/invalid/tab-in-function-body.hd	-
test/fixtures/frontend/14-lexer-enforces-reserved-punctuation-escapes-and-numeric-separators-2.hd	moved	spec/conformance/parse/invalid/double-numeric-separator.hd	-
test/fixtures/frontend/14-lexer-enforces-reserved-punctuation-escapes-and-numeric-separators-3.hd	moved	spec/conformance/parse/invalid/binary-literal-bad-digit.hd	-
test/fixtures/frontend/14-lexer-enforces-reserved-punctuation-escapes-and-numeric-separators-4.hd	moved	spec/conformance/parse/valid/identifier-interpolation.hd	-
test/fixtures/frontend/14-lexer-enforces-reserved-punctuation-escapes-and-numeric-separators-5.hd	moved	spec/conformance/parse/invalid/stray-dollar-in-string.hd	-
test/fixtures/frontend/14-lexer-enforces-reserved-punctuation-escapes-and-numeric-separators-6.hd	moved	spec/conformance/parse/valid/unicode-scalar-escape.hd	-
test/fixtures/frontend/14-lexer-enforces-reserved-punctuation-escapes-and-numeric-separators.hd	moved	spec/conformance/parse/invalid/semicolon-after-binding.hd	-
test/fixtures/frontend/15-parser-retains-string-interpolation-expressions-and-raw-dollars-2.hd	moved	spec/conformance/parse/valid/raw-string-dollars.hd	-
test/fixtures/frontend/15-parser-retains-string-interpolation-expressions-and-raw-dollars.hd	moved	spec/conformance/parse/valid/expression-interpolation.hd	-
test/fixtures/frontend/16-parser-rejects-comparison-chaining.hd	moved	spec/conformance/parse/invalid/comparison-chaining-with-names.hd	-
test/fixtures/frontend/17-parser-retains-named-call-labels-and-enforces-argument-ordering-2.hd	moved	spec/conformance/parse/invalid/positional-after-named-argument.hd	-
test/fixtures/frontend/17-parser-retains-named-call-labels-and-enforces-argument-ordering.hd	moved	spec/conformance/parse/valid/named-call-arguments.hd	-
test/fixtures/frontend/18-parser-retains-vararg-and-positional-spread-markers-2.hd	moved	spec/conformance/parse/valid/spread-before-named-argument.hd	-
test/fixtures/frontend/18-parser-retains-vararg-and-positional-spread-markers-3.hd	moved	spec/conformance/typing/invalid/positional-after-spread.hd	-
test/fixtures/frontend/18-parser-retains-vararg-and-positional-spread-markers.hd	moved	spec/conformance/parse/valid/vararg-and-spread.hd	-
test/fixtures/frontend/19-parser-retains-function-parameter-defaults-2.hd	moved	spec/conformance/parse/invalid/vararg-with-default.hd	-
test/fixtures/frontend/19-parser-retains-function-parameter-defaults.hd	moved	spec/conformance/parse/valid/parameter-defaults.hd	-
test/fixtures/frontend/20-parser-retains-a-leading-data-copy-update-spread-2.hd	moved	spec/conformance/parse/invalid/copy-update-spread-not-first.hd	-
test/fixtures/frontend/20-parser-retains-a-leading-data-copy-update-spread.hd	moved	spec/conformance/parse/valid/copy-update-spread.hd	-
test/fixtures/frontend/21-parser-retains-named-enum-payload-pattern-labels.hd	moved	spec/conformance/parse/valid/named-payload-pattern-labels.hd	-
test/fixtures/frontend/22-parser-retains-nested-result-payload-patterns.hd	moved	spec/conformance/parse/valid/nested-result-payload-pattern.hd	-
test/fixtures/frontend/23-parser-retains-literal-enum-payload-patterns.hd	moved	spec/conformance/parse/valid/literal-payload-pattern.hd	-
test/fixtures/frontend/24-parser-retains-shared-enum-fields-defaults-and-variant-results.hd	moved	spec/conformance/parse/valid/shared-enum-fields.hd	-
test/fixtures/frontend/25-parser-retains-decimal-numeric-member-selectors.hd	moved	spec/conformance/parse/valid/numeric-member-selectors.hd	-
test/fixtures/frontend/26-parser-distinguishes-grouped-expressions-from-tuple-types-and-literals.hd	moved	spec/conformance/parse/valid/tuples-and-groups.hd	-
test/fixtures/frontend/27-documentation-comments-attach-to-ast-declarations-and-members-source.hd	moved	spec/conformance/parse/valid/documentation-comments.hd	-
test/fixtures/frontend/27-documentation-comments-attach-to-ast-declarations-and-members.hd	deleted	spec/conformance/parse/invalid/doc-comment-without-target.hd	identical to the conformance copy
test/fixtures/frontend/28-parser-retains-top-level-public-visibility.hd	moved	spec/conformance/parse/valid/public-declarations.hd	-
test/fixtures/frontend/29-parser-retains-named-test-blocks.hd	moved	spec/conformance/parse/valid/test-block-discard.hd	-
test/fixtures/frontend/30-parser-lowers-multi-provider-use-to-an-ordered-tuple.hd	moved	spec/conformance/parse/valid/multi-provider-use.hd	-
test/fixtures/frontend/31-parser-retains-single-and-grouped-use-declarations.hd	moved	spec/conformance/parse/valid/single-and-grouped-use.hd	-
test/fixtures/requirements/closure-provider.hd	held back	test/fixtures/requirements/closure-provider.hd	implementation detail: explain-requirements output
test/fixtures/requirements/lexical-override.hd	held back	test/fixtures/requirements/lexical-override.hd	implementation detail: explain-requirements output
test/fixtures/requirements/loop-exit.hd	held back	test/fixtures/requirements/loop-exit.hd	implementation detail: explain-requirements output
test/fixtures/requirements/transitive-call-paths.hd	held back	test/fixtures/requirements/transitive-call-paths.hd	implementation detail: explain-requirements output
test/fixtures/suspension/01-suspending-functions-construct-gc-frames-and-bang-calls-drive-them.hd	converted by hand	spec/conformance/runtime/valid/suspending-call-with-requirement.hd	F-201: declare Clock
test/fixtures/suspension/02-generic-suspending-functions-box-frame-arguments-and-unbox-direct-or-sto.hd	converted	spec/conformance/runtime/valid/generic-suspending-function.hd	-
test/fixtures/suspension/03-generic-suspension-frames-retain-trait-dictionaries-across-child-polls.hd	converted	spec/conformance/runtime/valid/generic-suspending-function-bound.hd	-
test/fixtures/suspension/04-ordinary-suspending-calls-are-cold-values-and-bang-calls-need-a-driver-diagnostic-2.hd	moved	spec/conformance/typing/invalid/bang-call-in-plain-function.hd	-
test/fixtures/suspension/04-ordinary-suspending-calls-are-cold-values-and-bang-calls-need-a-driver-diagnostic-3.hd	held back	test/fixtures/suspension/04-ordinary-suspending-calls-are-cold-values-and-bang-calls-need-a-driver-diagnostic-3.hd	marks not-suspending, which spec/README.md does not inventory (F-205)
test/fixtures/suspension/04-ordinary-suspending-calls-are-cold-values-and-bang-calls-need-a-driver-diagnostic-4.hd	moved	spec/conformance/typing/invalid/drive-readonly-suspension.hd	-
test/fixtures/suspension/04-ordinary-suspending-calls-are-cold-values-and-bang-calls-need-a-driver-diagnostic.hd	moved	spec/conformance/typing/warnings/unused-cold-suspension.hd	-
test/fixtures/suspension/05-unresolved-race-task-combinator.hd	held back	test/fixtures/suspension/05-unresolved-race-task-combinator.hd	marks unsupported-task-combinator; unsupported-* codes stay out of the inventory (D9)
test/fixtures/suspension/05-unresolved-standard-task-combinators-have-a-dedicated-boundary-diagnosti-userdefined.hd	held back	test/fixtures/suspension/05-unresolved-standard-task-combinators-have-a-dedicated-boundary-diagnosti-userdefined.hd	declares its own all!; whether that is allowed next to the all! intrinsic (L12) is not specified
test/fixtures/suspension/05-unresolved-standard-task-combinators-have-a-dedicated-boundary-diagnosti.hd	held back	test/fixtures/suspension/05-unresolved-standard-task-combinators-have-a-dedicated-boundary-diagnosti.hd	marks unsupported-task-combinator; unsupported-* codes stay out of the inventory (D9)
test/fixtures/suspension/06-explicit-mutable-suspension-bindings-are-one-shot-seconddrive.hd	converted by hand	spec/conformance/runtime/panic/second-drive-of-completed-suspension.hd	marker moved from the header to the second drive; D2: called from a test block
test/fixtures/suspension/06-explicit-mutable-suspension-bindings-are-one-shot-valid.hd	converted	spec/conformance/runtime/valid/stored-suspension-single-drive.hd	-
test/fixtures/suspension/07-cold-suspension-cancellation-is-synchronous-and-idempotent.hd	converted	spec/conformance/runtime/valid/cold-suspension-cancel-idempotent.hd	-
test/fixtures/suspension/08-cancelled-suspensions-cannot-be-driven-and-readonly-values-cannot-be-can-cancelled.hd	converted by hand	spec/conformance/runtime/panic/drive-cancelled-suspension.hd	marker moved from the header to the drive; D2: called from a test block
test/fixtures/suspension/08-readonly-suspension-cancel.hd	moved	spec/conformance/typing/invalid/cancel-readonly-suspension.hd	-
test/fixtures/suspension/09-defer-suites-cannot-suspend.hd	moved	spec/conformance/typing/invalid/bang-call-in-defer.hd	-
test/fixtures/suspension/10-suspension-state-transitions-are-observable-through-the-trace-abi.hd	held back	test/fixtures/suspension/10-suspension-state-transitions-are-observable-through-the-trace-abi.hd	implementation detail: trace ABI event order
test/fixtures/suspension/11-deterministic-host-pending.hd	held back	test/fixtures/suspension/11-deterministic-host-pending.hd	implementation detail: host pending across polls, driven from TypeScript
test/fixtures/suspension/12-development-drivers-reject-competing-and-reentrant-suspension-control.hd	held back	test/fixtures/suspension/12-development-drivers-reject-competing-and-reentrant-suspension-control.hd	implementation detail: driver misuse through __hd_* exports
test/fixtures/suspension/13-child-pending-propagates-through-the-parent-frame-and-restores-locals.hd	converted	spec/conformance/runtime/valid/suspending-call-preserves-locals.hd	-
test/fixtures/suspension/13-nested-pending-frame.hd	converted	spec/conformance/runtime/valid/nested-suspending-call.hd	-
test/fixtures/suspension/14-started-frame-cancellation-cancels-the-child-and-runs-registered-cleanup.hd	converted	spec/conformance/runtime/valid/suspending-call-with-defer.hd	-
test/fixtures/suspension/15-cancellation-unwinds-child-frames-before-parent-cleanup.hd	converted by hand	spec/conformance/runtime/valid/cancellation-cleanup-order.hd	F-210: accept-only; rewritten as a cancellation-cleanup scenario that observes order
test/fixtures/suspension/16-linear-suspension-frames-resume-across-multiple-child-sites.hd	converted	spec/conformance/runtime/valid/sequential-suspending-calls.hd	-
test/fixtures/suspension/17-cfg-suspension-lowering-preserves-nested-expression-evaluation.hd	converted	spec/conformance/runtime/valid/suspending-calls-in-binary-expression.hd	-
test/fixtures/suspension/18-cfg-suspension-lowering-preserves-nested-argument-order.hd	converted	spec/conformance/runtime/valid/suspending-calls-as-arguments.hd	-
test/fixtures/suspension/19-cfg-suspension-lowering-branches-and-short-circuits-around-child-frames.hd	converted	spec/conformance/runtime/valid/suspending-calls-in-branches.hd	-
test/fixtures/suspension/20-cfg-suspension-lowering-preserves-loops-continue-break-values-and-cleanu.hd	converted	spec/conformance/runtime/valid/suspending-calls-in-loops.hd	-
test/fixtures/suspension/21-cfg-suspension-lowering-preserves-match-bindings-and-suspending-guards.hd	converted	spec/conformance/runtime/valid/suspending-match-guards.hd	-
test/fixtures/suspension/22-cfg-suspension-lowering-propagates-result-failures-after-child-completio.hd	converted	spec/conformance/runtime/valid/suspending-result-propagation.hd	-
test/fixtures/suspension/23-cfg-suspension-cancellation-cancels-the-active-child-and-runs-scoped-cle.hd	converted	spec/conformance/runtime/valid/suspending-call-in-scoped-defer.hd	-
test/fixtures/suspension/24-cfg-suspension-lowering-installs-providers-produced-after-resumption.hd	converted	spec/conformance/runtime/valid/provider-from-suspending-call.hd	-
test/fixtures/suspension/25-cfg-suspension-lowering-nests-dynamic-trait-suspensions.hd	converted	spec/conformance/runtime/valid/dynamic-suspending-method.hd	-
test/fixtures/suspension/26-replay-rejects-function-code-change.hd	held back	test/fixtures/suspension/26-replay-rejects-function-code-change.hd	implementation detail: replay rejection, driven from TypeScript
test/fixtures/suspension/26-replay-survives-unrelated-declaration.hd	held back	test/fixtures/suspension/26-replay-survives-unrelated-declaration.hd	implementation detail: replay stability, driven from TypeScript
test/fixtures/suspension/26-suspension-poll-decisions-record-and-replay-with-configuration-identity.hd	held back	test/fixtures/suspension/26-suspension-poll-decisions-record-and-replay-with-configuration-identity.hd	implementation detail: record and replay configuration identity
test/fixtures/suspension/27-println-requires-console-and-streams-displayed-utf-8-through-the-host-bo-missing-requirement.hd	moved	spec/conformance/typing/invalid/println-without-console.hd	-
test/fixtures/suspension/27-println-requires-console-and-streams-displayed-utf-8-through-the-host-bo.hd	held back	test/fixtures/suspension/27-println-requires-console-and-streams-displayed-utf-8-through-the-host-bo.hd	claims console output; stdout expectations are deferred (N5)
test/fixtures/suspension/28-multi-provider-use-preserves-requested-tuple-order-through-wasm-gc.hd	converted	spec/conformance/runtime/valid/multi-provider-use-order.hd	-
test/fixtures/suspension/29-imported-block-on-drives-stored-suspensions-and-rejects-nested-drivers-nested.hd	converted by hand	spec/conformance/runtime/panic/block-on-inside-driver.hd	marker moved from the header to block_on; D2: called from a test block
test/fixtures/suspension/29-imported-block-on-drives-stored-suspensions-and-rejects-nested-drivers-suspension-forbidden-context.hd	moved	spec/conformance/typing/invalid/block-on-in-defer.hd	-
test/fixtures/suspension/29-imported-block-on-drives-stored-suspensions-and-rejects-nested-drivers.hd	converted	spec/conformance/runtime/valid/block-on-stored-suspension.hd	-
test/fixtures/suspension/30-imported-assert-equal-compares-supported-structural-values-failure.hd	converted by hand	spec/conformance/runtime/panic/assert-equal-lists-outside-test.hd	D2: called from a test block
test/fixtures/suspension/30-imported-assert-equal-compares-supported-structural-values-missing-partial-eq.hd	moved	spec/conformance/typing/invalid/assert-equal-fieldless-data-without-partial-eq.hd	-
test/fixtures/suspension/30-imported-assert-equal-compares-supported-structural-values.hd	converted	spec/conformance/runtime/valid/assert-equal-nested-tuple.hd	-
test/fixtures/suspension/31-module-bindings-lower-to-wasm-globals-shared-with-declared-functions-non-reassignable-binding.hd	moved	spec/conformance/typing/invalid/reassign-short-module-binding.hd	-
test/fixtures/suspension/31-module-bindings-lower-to-wasm-globals-shared-with-declared-functions.hd	converted by hand	spec/conformance/runtime/valid/module-binding-shared-with-functions.hd	F-210: accept-only; a test block now observes the shared binding
test/fixtures/suspension/32-host-provider-polls-record-and-replay.hd	held back	test/fixtures/suspension/32-host-provider-polls-record-and-replay.hd	implementation-only profile ready-gate (N2); D10: check moved into main!
test/fixtures/suspension/33-host-provider-scalar-arguments-and-results.hd	held back	test/fixtures/suspension/33-host-provider-scalar-arguments-and-results.hd	implementation-only profile ready-counter (N2); D10: check moved into main!
test/fixtures/suspension/34-stored-suspension-crosses-function-boundary.hd	converted by hand	spec/conformance/runtime/valid/stored-suspension-parameter.hd	D10: test block no longer reads state main! wrote
test/fixtures/suspension/35-host-provider-f64-values-use-durable-bit-encoding.hd	held back	test/fixtures/suspension/35-host-provider-f64-values-use-durable-bit-encoding.hd	implementation-only profile ready-float (N2); D10 and F-210: sign-sensitive check moved into main!
test/fixtures/suspension/36-host-provider-strings-use-utf8-boundary.hd	held back	test/fixtures/suspension/36-host-provider-strings-use-utf8-boundary.hd	implementation-only profile ready-text (N2); D10: check moved into main!
test/fixtures/suspension/37-named-suspending-function-values-construct-stored-frames.hd	moved	spec/conformance/runtime/valid/suspending-function-values.hd	-
test/fixtures/suspension/38-suspending-closures-capture-values-in-gc-frames.hd	moved	spec/conformance/runtime/valid/suspending-closure-captures.hd	-
test/fixtures/suspension/39-suspending-closure-values-forward-requirements.hd	moved	spec/conformance/runtime/valid/suspending-closure-requirement-row.hd	-
test/fixtures/suspension/40-lowered-suspension-constructor-does-not-upgrade.hd	moved	spec/conformance/typing/invalid/suspension-constructor-to-bang-function.hd	-
test/fixtures/suspension/41-suspending-generic-methods-preserve-explicit-type-arguments.hd	moved	spec/conformance/runtime/valid/suspending-generic-method.hd	-
test/fixtures/suspension/42-suspending-associated-functions-preserve-generic-results.hd	held back	test/fixtures/suspension/42-suspending-associated-functions-preserve-generic-results.hd	uses `Type::name[T]!(...)`, which the chapter-02 EBNF does not derive
test/fixtures/suspension/43-blanket-implementations-materialize-suspending-dictionaries.hd	moved	spec/conformance/runtime/valid/suspending-blanket-impls.hd	-
test/fixtures/suspension/44-named-local-suspending-functions-capture-recurse-and-forward-requirements.hd	moved	spec/conformance/runtime/valid/named-local-suspending-function.hd	-
