# commit bd985d7; command: node --experimental-strip-types audit/scripts/w6/oracle-conformance.ts; date: 2026-09-26
body	case	marker	marker_count	selection	original_stage:exit	marker_observed	extra_errors	extra_list	marker_on_structural_line	neutralize	neutral_stage:exit	verdict
spec/conformance	parse/invalid/discard-binding-ends-in-suite.hd	diagnostic:syntax-error@3	1	unselected	parse:1	no	yes	expected-newline@3	no	delete	parse:0	isolated-accepts
spec/conformance	parse/invalid/return-binding-ends-in-suite.hd	diagnostic:syntax-error@3	1	unselected	parse:1	no	yes	expected-newline@3	no	pass	parse:0	isolated-accepts
spec/conformance	parse/invalid/repeated-numeric-separator.hd	diagnostic:invalid-token@1	1	unselected	parse:1	no	yes	invalid-integer-literal@1	no	delete	parse:0	isolated-accepts
spec/conformance	runtime/panic/assert-equal-bool-unequal.hd	panic:assertion-failed@4	1	selected	test:1	yes	n/a		no	pass	test:0	isolated-accepts
spec/conformance	runtime/panic/assert-equal-char-unequal.hd	panic:assertion-failed@4	1	selected	test:1	yes	n/a		no	pass	test:0	isolated-accepts
spec/conformance	runtime/panic/assert-equal-f64-unequal.hd	panic:assertion-failed@4	1	selected	test:1	yes	n/a		no	pass	test:0	isolated-accepts
spec/conformance	runtime/panic/assert-equal-generic-nominal-unequal.hd	panic:assertion-failed@12	1	selected	test:1	yes	n/a		no	pass	test:0	isolated-accepts
spec/conformance	runtime/panic/assert-equal-generic-primitive-unequal.hd	panic:assertion-failed@4	1	unselected	check:1	no	n/a	missing-trait-implementation@7	no	pass	check:1	isolated-other-errors:missing-trait-implementation
spec/conformance	runtime/panic/assert-equal-i32-unequal.hd	panic:assertion-failed@7	1	selected	test:1	yes	n/a		no	pass	test:0	isolated-accepts
spec/conformance	runtime/panic/assert-equal-list-unequal.hd	panic:assertion-failed@4	1	selected	test:1	yes	n/a		no	pass	test:0	isolated-accepts
spec/conformance	runtime/panic/assert-equal-map-unequal.hd	panic:assertion-failed@4	1	selected	test:1	yes	n/a		no	pass	test:0	isolated-accepts
spec/conformance	runtime/panic/assert-equal-nominal-unequal.hd	panic:assertion-failed@14	1	selected	test:1	yes	n/a		no	delete	test:0	isolated-accepts
spec/conformance	runtime/panic/assert-equal-optional-unequal.hd	panic:assertion-failed@6	1	selected	test:1	yes	n/a		no	delete	test:0	isolated-accepts
spec/conformance	runtime/panic/assert-equal-result-unequal.hd	panic:assertion-failed@6	1	selected	test:1	yes	n/a		no	delete	test:0	isolated-accepts
spec/conformance	runtime/panic/assert-equal-string-unequal.hd	panic:assertion-failed@4	1	selected	test:1	yes	n/a		no	pass	test:0	isolated-accepts
spec/conformance	runtime/panic/assert-equal-tuple-unequal.hd	panic:assertion-failed@4	1	selected	test:1	yes	n/a		no	pass	test:0	isolated-accepts
spec/conformance	typing/invalid/non-reference-bound-dynamic-method.hd	diagnostic:trait-not-dynamically-safe@4	1	selected	check:1	yes	no		yes	pass	check:1	isolated-other-errors:expected-expression
spec/conformance	typing/invalid/tuple-element-assignment.hd	diagnostic:invalid-assignment-target@3	1	unselected	check:1	no	yes	readonly-root@3	no	delete	check:0	isolated-accepts
spec/conformance	typing/invalid/init-read-through-generic-bound.hd	diagnostic:top-level-read-before-initialization@10	1	unselected	check:0	no	no		no	delete	check:0	isolated-accepts
spec/conformance	typing/invalid/init-read-through-trait-value.hd	diagnostic:top-level-read-before-initialization@8	1	unselected	check:0	no	no		no	delete	check:0	isolated-accepts
spec/conformance	typing/invalid/signed-exponent.hd	diagnostic:type-mismatch@2	1	unselected	check:0	no	no		no	pass	check:1	isolated-other-errors:missing-return-value
spec/conformance	typing/invalid/inferred-mutable-upgrade.hd	diagnostic:mutable-upgrade@8	1	unselected	check:1	no	yes	generic-type-mismatch@8	no	delete	check:1	isolated-other-errors:unknown-name
spec/conformance	typing/invalid/indirect-supertrait-cycle.hd	diagnostic:supertrait-cycle@1	1	unselected	check:1	yes	yes	supertrait-cycle@4 supertrait-cycle@7	yes	pass	check:1	isolated-other-errors:expected-expression
spec/conformance	typing/invalid/parameter-default-later-parameter.hd	diagnostic:binding-not-yet-visible@1	1	unselected	check:1	no	yes	impure-parameter-default@1	yes	pass	check:1	isolated-other-errors:expected-expression
spec/conformance	typing/invalid/impure-parameter-default.hd	diagnostic:impure-default@7	1	unselected	check:1	no	yes	impure-parameter-default@7	yes	delete	check:1	isolated-other-errors:unknown-name
spec/conformance	typing/invalid/nonfinal-vararg-declaration.hd	diagnostic:nonfinal-vararg@1	1	selected	check:1	yes	no		yes	pass	check:1	isolated-other-errors:expected-expression
spec/conformance	typing/invalid/nonfinal-vararg-function-type.hd	diagnostic:nonfinal-vararg@1	1	selected	check:1	yes	no		yes	pass	check:1	isolated-other-errors:expected-expression
spec/conformance	typing/invalid/method-without-requirement-clause.hd	diagnostic:missing-requirement@15	1	selected	check:1	yes	no		no	pass	check:0	isolated-accepts
spec/conformance	typing/invalid/closure-inferred-row-missing-requirement.hd	diagnostic:missing-requirement@7	1	selected	check:1	yes	no		no	delete	check:1	isolated-other-errors:missing-return-value
spec/conformance	typing/invalid/heterogeneous-list-bool-int.hd	diagnostic:no-common-type@4	1	selected	check:1	yes	no		no	pass	check:0	isolated-accepts
spec/conformance	typing/invalid/float-literal-map-key.hd	diagnostic:invalid-map-key@4	1	unselected	check:1	no	yes	unsupported-map-key@4	no	pass	check:0	isolated-accepts
spec/conformance	typing/invalid/heterogeneous-map-values.hd	diagnostic:no-common-type@4	1	unselected	check:1	no	yes	type-mismatch@4	no	pass	check:0	isolated-accepts
spec/conformance	typing/invalid/generic-data-field-type-mismatch.hd	diagnostic:type-mismatch@7	1	unselected	check:1	no	yes	generic-type-mismatch@7	no	pass	check:0	isolated-accepts
spec/conformance	typing/invalid/generic-inference-conflict.hd	diagnostic:type-mismatch@4	1	unselected	check:1	no	yes	generic-type-mismatch@4	yes	delete	check:0	isolated-accepts
spec/conformance	typing/invalid/unresolved-generic-return-placeholder.hd	diagnostic:unresolved-generic-placeholder@4	1	selected	check:1	yes	no		yes	delete	check:0	isolated-accepts
spec/conformance	typing/invalid/provider-spread-of-non-context.hd	diagnostic:type-mismatch@4	1	unselected	check:1	no	yes	context-spread-type@4	yes	delete	check:0	isolated-accepts
spec/conformance	typing/invalid/context-result-type-mismatch.hd	diagnostic:type-mismatch@3	1	selected	check:1	yes	no		yes	delete	check:0	isolated-accepts
spec/conformance	typing/invalid/generic-provider-key-collision-nested.hd	diagnostic:generic-requirement-key-collision@6	1	selected	check:1	yes	no		yes	delete	check:0	isolated-accepts
spec/conformance	typing/invalid/generic-provider-key-collision-spread.hd	diagnostic:generic-requirement-key-collision@6	1	selected	check:1	yes	no		no	delete	check:0	isolated-accepts
spec/conformance	typing/invalid/call-missing-requirement.hd	diagnostic:missing-requirement@5	1	selected	check:1	yes	no		yes	delete	check:0	isolated-accepts
spec/conformance	typing/invalid/use-without-provider.hd	diagnostic:missing-requirement@3	1	selected	check:1	yes	no		yes	delete	check:0	isolated-accepts
spec/conformance	typing/invalid/provider-value-type-mismatch.hd	diagnostic:type-mismatch@4	1	selected	check:1	yes	no		yes	delete	check:0	isolated-accepts
spec/conformance	typing/invalid/row-inference-conflict.hd	diagnostic:type-mismatch@7	1	unselected	check:1	no	yes	generic-type-mismatch@7	yes	delete	check:0	isolated-accepts
spec/conformance	typing/invalid/row-inference-unavailable-provider.hd	diagnostic:missing-requirement@5	1	selected	check:1	yes	no		yes	delete	check:0	isolated-accepts
spec/conformance	typing/warnings/row-subtraction-absent-key.hd	warning:requirement-subtract-absent@7	1	selected	check:0	yes	no		yes	delete	check:0	isolated-accepts
spec/conformance	typing/invalid/row-subtraction-without-provider.hd	diagnostic:missing-requirement@4	1	selected	check:1	yes	no		no	pass	check:1	isolated-other-errors:missing-return-value
spec/conformance	typing/invalid/ambiguous-method-two-traits.hd	diagnostic:ambiguous-method@13	1	selected	check:1	yes	no		yes	delete	check:0	isolated-accepts
spec/conformance	typing/invalid/trait-method-result-type-mismatch.hd	diagnostic:trait-method-signature@8	1	selected	check:1	yes	no		yes	pass	check:1	isolated-other-errors:doc-comment-without-target
spec/conformance	typing/invalid/trait-impl-missing-method.hd	diagnostic:missing-trait-method@7	1	selected	check:1	yes	no		yes	delete	check:0	isolated-accepts
spec/conformance	typing/invalid/readonly-trait-value-mutating-method.hd	diagnostic:mutable-receiver-required@9	1	selected	check:1	yes	no		yes	delete	check:0	isolated-accepts
spec/conformance	typing/invalid/readonly-data-mutating-trait-method.hd	diagnostic:mutable-receiver-required@9	1	selected	check:1	yes	no		yes	delete	check:0	isolated-accepts
spec/conformance	typing/invalid/trait-method-receiver-mismatch.hd	diagnostic:trait-method-signature@8	1	selected	check:1	yes	no		yes	pass	check:1	isolated-other-errors:doc-comment-without-target
spec/conformance	runtime/panic/i32-add-overflow-in-function.hd	panic:integer-overflow@3	1	selected	test:1	yes	n/a		yes	delete	check:1	isolated-other-errors:unknown-name
spec/conformance	typing/invalid/unary-plus-i32-literal-range.hd	diagnostic:integer-literal-range@3	1	selected	check:1	yes	no		yes	delete	check:0	isolated-accepts
spec/conformance	runtime/panic/i32-min-divided-by-minus-one.hd	panic:integer-overflow@3	1	selected	test:1	yes	n/a		yes	delete	check:1	isolated-other-errors:unknown-name
spec/conformance	typing/invalid/signed-integer-exponent.hd	diagnostic:type-mismatch@3	1	unselected	check:0	no	no		yes	delete	check:0	isolated-accepts
spec/conformance	runtime/panic/integer-power-overflow.hd	panic:integer-overflow@3	1	selected	test:1	yes	n/a		yes	delete	check:1	isolated-other-errors:unknown-name
spec/conformance	typing/invalid/power-mixed-numeric-types.hd	diagnostic:mixed-numeric-types@3	1	selected	check:1	yes	no		yes	delete	check:0	isolated-accepts
spec/conformance	typing/invalid/reassign-short-binding-in-function.hd	diagnostic:non-reassignable-binding@5	1	selected	check:1	yes	no		no	delete	check:0	isolated-accepts
spec/conformance	typing/invalid/function-result-type-mismatch.hd	diagnostic:type-mismatch@3	1	selected	check:1	yes	no		yes	delete	check:0	isolated-accepts
spec/conformance	typing/invalid/nonfinal-vararg-then-parameter.hd	diagnostic:nonfinal-vararg@3	1	selected	check:1	yes	no		yes	delete	check:0	isolated-accepts
spec/conformance	typing/invalid/unknown-value-name.hd	diagnostic:unknown-name@3	1	selected	check:1	yes	no		yes	delete	check:0	isolated-accepts
spec/conformance	typing/invalid/list-function-to-vararg-function-type.hd	diagnostic:type-mismatch@5	1	selected	check:1	yes	no		yes	delete	check:0	isolated-accepts
spec/conformance	typing/invalid/parameter-default-type-mismatch.hd	diagnostic:type-mismatch@3	1	selected	check:1	yes	no		yes	delete	check:0	isolated-accepts
spec/conformance	typing/invalid/suspending-parameter-default.hd	diagnostic:impure-default@4	1	unselected	check:1	no	yes	impure-parameter-default@4	yes	delete	check:0	isolated-accepts
spec/conformance	typing/invalid/literal-payload-pattern-nonexhaustive.hd	diagnostic:nonexhaustive-match@6	1	selected	check:1	yes	no		yes	pass	check:1	isolated-other-errors:expected-expression
spec/conformance	typing/invalid/prelude-shadow-console-parameter.hd	diagnostic:prelude-name-shadow@3	1	selected	check:1	yes	no		yes	delete	check:0	isolated-accepts
spec/conformance	typing/invalid/prelude-shadow-hash-local.hd	diagnostic:prelude-name-shadow@4	1	selected	check:1	yes	no		no	delete	check:1	isolated-other-errors:unknown-name
spec/conformance	typing/invalid/prelude-shadow-println-function.hd	diagnostic:prelude-name-shadow@3	1	selected	check:1	yes	no		yes	delete	check:0	isolated-accepts
spec/conformance	typing/invalid/prelude-shadow-result-generic.hd	diagnostic:prelude-name-shadow@3	1	selected	check:1	yes	no		yes	delete	check:0	isolated-accepts
spec/conformance	typing/invalid/branch-binding-does-not-leak.hd	diagnostic:unknown-name@6	1	selected	check:1	yes	no		no	delete	check:1	isolated-other-errors:missing-return-value
spec/conformance	typing/invalid/break-outside-loop.hd	diagnostic:break-outside-loop@3	1	selected	check:1	yes	no		yes	delete	check:0	isolated-accepts
spec/conformance	typing/invalid/plain-break-in-value-loop.hd	diagnostic:break-value-context@5	1	selected	check:1	yes	no		no	pass	check:0	isolated-accepts
spec/conformance	typing/invalid/break-value-in-void-loop.hd	diagnostic:break-value-context@5	1	selected	check:1	yes	no		no	pass	check:0	isolated-accepts
spec/conformance	typing/invalid/readonly-list-append.hd	diagnostic:mutable-receiver-required@4	1	selected	check:1	yes	no		no	pass	check:0	isolated-accepts
spec/conformance	typing/invalid/readonly-map-remove.hd	diagnostic:mutable-receiver-required@4	1	selected	check:1	yes	no		no	pass	check:0	isolated-accepts
spec/conformance	typing/invalid/suspending-data-field-default.hd	diagnostic:impure-default@5	1	unselected	check:1	no	yes	impure-data-default@5	no	pass	check:1	isolated-other-errors:expected-token
spec/conformance	typing/invalid/data-field-default-type-mismatch.hd	diagnostic:type-mismatch@4	1	selected	check:1	yes	no		no	pass	check:1	isolated-other-errors:expected-token
spec/conformance	typing/invalid/copy-update-source-type-mismatch.hd	diagnostic:type-mismatch@7	1	selected	check:1	yes	no		yes	delete	check:0	isolated-accepts
spec/conformance	typing/invalid/data-literal-missing-field.hd	diagnostic:missing-required-field@6	1	selected	check:1	yes	no		yes	delete	check:0	isolated-accepts
spec/conformance	typing/invalid/data-literal-unknown-field.hd	diagnostic:unknown-data-field@6	1	selected	check:1	yes	no		yes	delete	check:0	isolated-accepts
spec/conformance	typing/invalid/data-literal-field-type-mismatch.hd	diagnostic:type-mismatch@6	1	selected	check:1	yes	no		yes	delete	check:0	isolated-accepts
spec/conformance	typing/invalid/data-pattern-repeated-field.hd	diagnostic:duplicate-data-pattern-field@9	1	selected	check:1	yes	no		no	pass	check:1	isolated-other-errors:expected-token
spec/conformance	typing/invalid/data-pattern-nonexhaustive.hd	diagnostic:nonexhaustive-match@8	1	selected	check:1	yes	no		yes	pass	check:1	isolated-other-errors:expected-expression
spec/conformance	typing/invalid/data-pattern-unknown-field.hd	diagnostic:unknown-data-field@9	1	selected	check:1	yes	no		no	pass	check:1	isolated-other-errors:expected-token
spec/conformance	runtime/panic/explicit-panic-skips-defer.hd	panic:explicit-panic@6	1	selected	test:1	yes	n/a		no	delete	check:1	isolated-other-errors:missing-return-value
spec/conformance	typing/invalid/bare-variant-pattern-in-match.hd	diagnostic:bare-variant-pattern@9	1	selected	check:1	yes	no		no	delete	check:1	isolated-other-errors:nonexhaustive-match
spec/conformance	typing/invalid/enum-match-missing-variant.hd	diagnostic:nonexhaustive-match@8	1	selected	check:1	yes	no		yes	pass	check:1	isolated-other-errors:expected-expression
spec/conformance	typing/warnings/variant-binding-names-swapped.hd	warning:variant-binding-name-mismatch@7	1	selected	check:0	yes	no		no	pass	check:1	isolated-other-errors:expected-token
spec/conformance	typing/invalid/contextual-variant-binding-without-type.hd	diagnostic:missing-contextual-enum-type@6	1	selected	check:1	yes	no		no	pass	check:0	isolated-accepts
spec/conformance	typing/invalid/bool-match-missing-false.hd	diagnostic:nonexhaustive-match@4	1	selected	check:1	yes	no		yes	pass	check:1	isolated-other-errors:expected-expression
spec/conformance	typing/invalid/integer-literal-match-without-catch-all.hd	diagnostic:nonexhaustive-match@4	1	selected	check:1	yes	no		yes	pass	check:1	isolated-other-errors:expected-expression
spec/conformance	typing/invalid/guarded-catch-all-not-exhaustive.hd	diagnostic:nonexhaustive-match@4	1	selected	check:1	yes	no		yes	pass	check:1	isolated-other-errors:expected-expression
spec/conformance	typing/invalid/match-guard-type-mismatch.hd	diagnostic:type-mismatch@5	1	selected	check:1	yes	no		no	delete	check:0	isolated-accepts
spec/conformance	typing/warnings/unused-nested-optional-binding.hd	warning:unused-local-binding@4	1	selected	check:0	yes	no		no	pass	check:0	isolated-accepts
spec/conformance	typing/invalid/discarded-optional-result.hd	diagnostic:discarded-must-use-value@5	1	selected	check:1	yes	no		yes	delete	check:0	isolated-accepts
spec/conformance	typing/invalid/bang-call-in-comprehension.hd	diagnostic:suspension-forbidden-context@6	1	selected	check:1	yes	no		no	pass	check:1	isolated-other-errors:missing-return-value
spec/conformance	typing/invalid/closure-argument-type-mismatch.hd	diagnostic:type-mismatch@5	1	selected	check:1	yes	no		no	delete	check:1	isolated-other-errors:missing-return-value
spec/conformance	typing/invalid/binding-expression-redeclaration.hd	diagnostic:duplicate-binding@5	1	selected	check:1	yes	no		no	delete	check:1	isolated-other-errors:missing-return-value
spec/conformance	typing/invalid/readonly-iterator-in-comprehension.hd	diagnostic:mutable-receiver-required@10	1	selected	check:1	yes	no		no	pass	check:1	isolated-other-errors:missing-return-value
spec/conformance	typing/invalid/overlapping-generic-impl-heads.hd	diagnostic:overlapping-impl@6	1	selected	check:1	yes	no		yes	delete	check:0	isolated-accepts
spec/conformance	typing/invalid/generic-supertrait-upcast-mismatch.hd	diagnostic:type-mismatch@10	1	selected	check:1	yes	no		no	pass	check:1	isolated-other-errors:missing-return-value
spec/conformance	runtime/panic/assert-failure-outside-test.hd	panic:assertion-failed@6	1	selected	test:1	yes	n/a		no	pass	test:0	isolated-accepts
spec/conformance	parse/invalid/mut-non-self-parameter.hd	diagnostic:syntax-error@5	1	unselected	parse:1	no	yes	expected-token@5	no	delete	parse:0	isolated-accepts
spec/conformance	parse/invalid/dedent-to-unused-column.hd	diagnostic:invalid-dedent@5	1	unselected	parse:1	no	yes	inconsistent-dedent@5	no	delete	parse:0	isolated-accepts
spec/conformance	parse/invalid/tab-in-function-body.hd	diagnostic:tab-whitespace@4	1	selected	parse:1	yes	no		no	pass	parse:1	code-persists
spec/conformance	parse/invalid/double-numeric-separator.hd	diagnostic:invalid-token@3	1	unselected	parse:1	no	yes	invalid-integer-literal@3	no	delete	parse:0	isolated-accepts
spec/conformance	parse/invalid/binary-literal-bad-digit.hd	diagnostic:syntax-error@3	1	unselected	parse:1	no	yes	invalid-integer-literal@3	no	delete	parse:0	isolated-accepts
spec/conformance	parse/invalid/stray-dollar-in-string.hd	diagnostic:syntax-error@3	1	unselected	parse:1	no	yes	invalid-string-interpolation@3	no	delete	parse:0	isolated-accepts
spec/conformance	parse/invalid/semicolon-after-binding.hd	diagnostic:reserved-semicolon@3	1	selected	parse:1	yes	no		no	delete	parse:0	isolated-accepts
spec/conformance	parse/invalid/comparison-chaining-with-names.hd	diagnostic:comparison-chaining@3	1	selected	parse:1	yes	no		no	delete	parse:0	isolated-accepts
spec/conformance	parse/invalid/positional-after-named-argument.hd	diagnostic:argument-order@3	1	selected	parse:1	yes	no		no	delete	parse:0	isolated-accepts
spec/conformance	typing/invalid/positional-after-spread.hd	diagnostic:nonfinal-positional-spread@3	1	selected	check:1	yes	no		no	delete	check:0	isolated-accepts
spec/conformance	parse/invalid/vararg-with-default.hd	diagnostic:syntax-error@3	1	unselected	parse:1	no	yes	vararg-default@3	yes	delete	parse:0	isolated-accepts
spec/conformance	parse/invalid/copy-update-spread-not-first.hd	diagnostic:syntax-error@3	1	unselected	parse:1	no	yes	data-spread-position@3	no	delete	parse:0	isolated-accepts
spec/conformance	typing/invalid/bang-call-in-plain-function.hd	diagnostic:bang-call-outside-suspension@4	1	selected	check:1	yes	no		yes	delete	check:0	isolated-accepts
spec/conformance	typing/invalid/drive-readonly-suspension.hd	diagnostic:mutable-receiver-required@6	1	selected	check:1	yes	no		no	delete	check:1	isolated-other-errors:missing-return-value
spec/conformance	typing/warnings/unused-cold-suspension.hd	warning:unused-local-binding@5	1	selected	check:0	yes	no		no	pass	check:0	isolated-accepts
spec/conformance	runtime/panic/second-drive-of-completed-suspension.hd	panic:suspension-invalid-state@7	1	selected	test:1	yes	n/a		no	delete	check:1	isolated-other-errors:missing-return-value
spec/conformance	runtime/panic/drive-cancelled-suspension.hd	panic:suspension-invalid-state@7	1	selected	test:1	yes	n/a		no	delete	check:1	isolated-other-errors:missing-return-value
spec/conformance	typing/invalid/cancel-readonly-suspension.hd	diagnostic:mutable-receiver-required@6	1	selected	check:1	yes	no		no	delete	check:0	isolated-accepts
spec/conformance	typing/invalid/bang-call-in-defer.hd	diagnostic:suspending-defer@6	1	selected	check:1	yes	no		no	pass	check:0	isolated-accepts
spec/conformance	typing/invalid/println-without-console.hd	diagnostic:missing-requirement@4	1	selected	check:1	yes	no		no	pass	check:0	isolated-accepts
spec/conformance	runtime/panic/block-on-inside-driver.hd	panic:suspension-nested-driver@9	1	selected	test:1	yes	n/a		no	delete	check:1	isolated-other-errors:missing-return-value
spec/conformance	typing/invalid/block-on-in-defer.hd	diagnostic:suspension-forbidden-context@8	1	selected	check:1	yes	no		no	pass	check:0	isolated-accepts
spec/conformance	runtime/panic/assert-equal-lists-outside-test.hd	panic:assertion-failed@5	1	selected	test:1	yes	n/a		yes	delete	test:1	isolated-other-errors:unlocated
spec/conformance	typing/invalid/assert-equal-fieldless-data-without-partial-eq.hd	diagnostic:missing-partial-eq@5	1	selected	check:1	yes	no		yes	delete	check:0	isolated-accepts
spec/conformance	typing/invalid/reassign-short-module-binding.hd	diagnostic:non-reassignable-binding@4	1	selected	check:1	yes	no		yes	delete	check:0	isolated-accepts
spec/conformance	typing/invalid/suspension-constructor-to-bang-function.hd	diagnostic:type-mismatch@9	1	selected	check:1	yes	no		no	delete	check:0	isolated-accepts
