# commit bd985d7 base 4cc1312; command: awk -F'	' -f audit/evidence/01-fixtures/join.awk impl-lines.tsv markers-raw.tsv; date 2026-09-25
path	status	commits	phase	expectation	section	old_header_code	marker_code	marker_line	impl_lines	selected	code_check	line_check	body_changed	verdict	note
typing/invalid/parameter-decorator-type.hd	M	bd985d7	type	reject:invalid-parameter-metadata	14-annotations.md#prefix-decorators	error:invalid-parameter-metadata	invalid-parameter-metadata	10	-	false	code-consistent	unverified(impl lacks code)	no	no-weakening	
typing/invalid/partial-generic-arguments.hd	M	78af8aa	type	reject:partial-generic-arguments	07-functions.md#generic-functions	error:partial-generic-arguments	partial-generic-arguments	4	4	true	code-consistent	matches-impl-span	no	no-weakening	
typing/invalid/partial-generic-method-arguments.hd	M	bd985d7	type	reject:partial-generic-arguments	07-functions.md#generic-functions	error:partial-generic-arguments	partial-generic-arguments	9	9	true	code-consistent	matches-impl-span	no	no-weakening	
typing/invalid/permission-target-overlap.hd	M	bd985d7	type	reject:overlapping-impl	09-traits.md#trait-implementations	error:overlapping-impl	overlapping-impl	7	7	true	code-consistent	matches-impl-span	no	no-weakening	
typing/invalid/plain-closure-mutable-capture.hd	M	bd985d7	type	reject:mutable-capture-requires-mut-fn	07-functions.md#captures	error:mutable-capture-requires-mut-fn	mutable-capture-requires-mut-fn	3	-	false	code-consistent	unverified(impl lacks code)	no	no-weakening	
typing/invalid/possibly-uninitialized-binding.hd	M	bd985d7	type	reject:possibly-uninitialized-binding	03-names-and-scopes.md#binding-expressions	error:possibly-uninitialized-binding	possibly-uninitialized-binding	5	5	true	code-consistent	matches-impl-span	no	no-weakening	
typing/invalid/prelude-shadow.hd	M	78af8aa	type	reject:prelude-name-shadow	10-modules.md#prelude	error:prelude-name-shadow	prelude-name-shadow	1	1	true	code-consistent	matches-impl-span	no	no-weakening	
typing/invalid/present-pattern-nonoptional.hd	M	78af8aa	type	reject:optional-pattern-requires-optional	06-control-flow.md#match-expressions	error:optional-pattern-requires-optional	optional-pattern-requires-optional	3	3	true	code-consistent	matches-impl-span	no	no-weakening	
typing/invalid/primitive-identity.hd	M	78af8aa	type	reject:identity-requires-references	05-expressions.md#unary-and-binary-operators	error:identity-requires-references	identity-requires-references	2	2	true	code-consistent	matches-impl-span	no	no-weakening	
typing/invalid/private-requirement-row.hd	M	78af8aa	type	reject:private-type-leak	10-modules.md#public-uses-and-visibility	error:private-type-leak	private-type-leak	3	3	true	code-consistent	matches-impl-span	no	no-weakening	
typing/invalid/private-type-leak.hd	M	78af8aa	type	reject:private-type-leak	10-modules.md#public-uses-and-visibility	error:private-type-leak	private-type-leak	3	3	true	code-consistent	matches-impl-span	whitespace-only	no-weakening	
typing/invalid/readonly-function-result.hd	M	78af8aa	type	reject:readonly-argument-to-mutable-parameter	04-type-system.md#bindings-and-fresh-values	error:readonly-argument-to-mutable-parameter	readonly-argument-to-mutable-parameter	11	11	true	code-consistent	matches-impl-span	no	no-weakening	
typing/invalid/readonly-generic-field-init.hd	M	78af8aa	type	reject:mutable-upgrade	04-type-system.md#mutable-paths	error:mutable-upgrade	mutable-upgrade	8	8	true	code-consistent	matches-impl-span	no	no-weakening	
typing/invalid/readonly-list-element-replacement.hd	M	78af8aa	type	reject:readonly-root	05-expressions.md#indexing	error:readonly-root	readonly-root	5	5	true	code-consistent	matches-impl-span	no	no-weakening	
typing/invalid/readonly-map-entry-replacement.hd	M	78af8aa	type	reject:readonly-root	05-expressions.md#indexing	error:readonly-root	readonly-root	5	5	true	code-consistent	matches-impl-span	no	no-weakening	
typing/invalid/readonly-mut-field-method.hd	M	78af8aa	type	reject:mutable-receiver-required	04-type-system.md#mutable-paths	error:mutable-receiver-required	mutable-receiver-required	12	12	true	code-consistent	matches-impl-span	no	no-weakening	
typing/invalid/readonly-mut-field-mutation.hd	M	78af8aa	type	reject:readonly-root	04-type-system.md#mutable-paths	error:readonly-root	readonly-root	8	8	true	code-consistent	matches-impl-span	no	no-weakening	
typing/invalid/readonly-mut-field-reassignment.hd	M	78af8aa	type	reject:readonly-root	04-type-system.md#mutable-paths	error:readonly-root	readonly-root	8	8	true	code-consistent	matches-impl-span	no	no-weakening	
typing/invalid/readonly-mutation.hd	M	78af8aa	type	reject:readonly-root	04-type-system.md#mutable-paths	error:readonly-root	readonly-root	5	5	true	code-consistent	matches-impl-span	no	no-weakening	
typing/invalid/readonly-spread-mutable-field.hd	M	78af8aa	type	reject:mutable-upgrade	05-expressions.md#data-expressions	error:mutable-upgrade	mutable-upgrade	8	8	true	code-consistent	matches-impl-span	no	no-weakening	
typing/invalid/readonly-suspension-cancel.hd	M	78af8aa	type	reject:mutable-receiver-required	11-requirements-and-suspension.md#suspending-functions	error:mutable-receiver-required	mutable-receiver-required	6	6	true	code-consistent	matches-impl-span	no	no-weakening	
typing/invalid/reassign-parameter.hd	M	78af8aa	type	reject:non-reassignable-parameter-binding	07-functions.md#parameters	error:non-reassignable-parameter-binding	non-reassignable-parameter-binding	2	2	true	code-consistent	matches-impl-span	no	no-weakening	
typing/invalid/reassign-short-binding.hd	M	78af8aa	type	reject:non-reassignable-binding	03-names-and-scopes.md#local-bindings	error:non-reassignable-binding	non-reassignable-binding	3	3	true	code-consistent	matches-impl-span	no	no-weakening	
typing/invalid/recursive-closure-inferred-result.hd	M	78af8aa	type	reject:recursive-closure-needs-result-type	07-functions.md#recursion	error:recursive-closure-needs-result-type	recursive-closure-needs-result-type	2	2	true	code-consistent	matches-impl-span	no	no-weakening	
typing/invalid/redeclare-core-type.hd	M	78af8aa	type	reject:prelude-name-shadow	03-names-and-scopes.md#name-categories	error:prelude-name-shadow	prelude-name-shadow	2	2	true	code-consistent	matches-impl-span	no	no-weakening	
typing/invalid/reimport-prelude-name.hd	M	bd985d7	type	reject:prelude-name-shadow	10-modules.md#prelude	error:prelude-name-shadow	prelude-name-shadow	1	1	true	code-consistent	matches-impl-span	no	no-weakening	
typing/invalid/retention-missing-field.hd	M	bd985d7	type	reject:unknown-shape-target	14-annotations.md#common-shape-representation	error:unknown-shape-target	unknown-shape-target	4	-	false	code-consistent	unverified(impl lacks code)	no	no-weakening	
typing/invalid/row-kind-mismatch.hd	M	bd985d7	type	reject:generic-kind-mismatch	02-grammar.md#types	error:generic-kind-mismatch	generic-kind-mismatch	4	-	false	code-consistent	unverified(impl lacks code)	no	no-weakening	
typing/invalid/row-subtraction-unsound.hd	M	78af8aa	type	reject:missing-requirement	11-requirements-and-suspension.md#requirement-rows	error:missing-requirement	missing-requirement	5	5	true	code-consistent	matches-impl-span	whitespace-only	no-weakening	
typing/invalid/shared-enum-default-order.hd	M	78af8aa	type	reject:enum-default-order	08-data-and-enums.md#shared-enum-constructor-data	error:enum-default-order	enum-default-order	1	1	true	code-consistent	matches-impl-span	no	no-weakening	
typing/invalid/string-indexing.hd	M	78af8aa	type	reject:unsupported-string-indexing	04-type-system.md#strings	error:unsupported-string-indexing	unsupported-string-indexing	2	2	true	code-consistent	matches-impl-span	no	no-weakening	
typing/invalid/supertrait-cycle.hd	M	bd985d7	type	reject:supertrait-cycle	09-traits.md#trait-declarations	error:supertrait-cycle	supertrait-cycle	4	1,4	true	code-consistent	matches-impl-span	no	no-weakening	
typing/invalid/suspension-forbidden-context.hd	M	bd985d7	type	reject:suspension-forbidden-context	11-requirements-and-suspension.md#suspending-functions	error:suspension-forbidden-context	suspension-forbidden-context	9	9	true	code-consistent	matches-impl-span	no	no-weakening	
typing/invalid/top-level-defer.hd	M	78af8aa	type	reject:defer-outside-cleanup-scope	06-control-flow.md#deferred-cleanup	error:defer-outside-cleanup-scope	defer-outside-cleanup-scope	1	1	true	code-consistent	matches-impl-span	no	no-weakening	
typing/invalid/top-level-return.hd	M	78af8aa	type	reject:return-outside-function	06-control-flow.md#return	error:return-outside-function	return-outside-function	2	2	true	code-consistent	matches-impl-span	no	no-weakening	
typing/invalid/trait-method-signature.hd	M	78af8aa	type	reject:trait-method-signature	09-traits.md#trait-implementations	error:trait-method-signature	trait-method-signature	7	7	true	code-consistent	matches-impl-span	no	no-weakening	
typing/invalid/transitive-uninitialized-binding.hd	M	78af8aa	type	reject:top-level-read-before-initialization	10-modules.md#module-initialization	error:top-level-read-before-initialization	top-level-read-before-initialization	1	1	true	code-consistent	matches-impl-span	no	no-weakening	
typing/invalid/tuple-identity.hd	M	78af8aa	type	reject:identity-requires-references	05-expressions.md#unary-and-binary-operators	error:identity-requires-references	identity-requires-references	2	2	true	code-consistent	matches-impl-span	no	no-weakening	
typing/invalid/tuple-map-key.hd	M	78af8aa	type	reject:invalid-map-key	04-type-system.md#map-key-types	error:invalid-map-key	invalid-map-key	2	2	true	code-consistent	matches-impl-span	no	no-weakening	
typing/invalid/unbounded-generic-identity.hd	M	78af8aa	type	reject:identity-needs-reference-bound	04-type-system.md#generics	error:identity-needs-reference-bound	identity-needs-reference-bound	2	2	true	code-consistent	matches-impl-span	no	no-weakening	
typing/invalid/unknown-annotation-member.hd	M	bd985d7	type	reject:unknown-annotation-member	14-annotations.md#member-metadata	error:unknown-annotation-member	unknown-annotation-member	6	-	false	code-consistent	unverified(impl lacks code)	no	no-weakening	
typing/invalid/unrepresentable-type-shape.hd	M	bd985d7	type	reject:unrepresentable-type-shape	14-annotations.md#common-shape-representation	error:unrepresentable-type-shape	unrepresentable-type-shape	7	-	false	code-consistent	unverified(impl lacks code)	no	no-weakening	
typing/invalid/unresolved-generic-placeholder.hd	M	78af8aa	type	reject:unresolved-generic-placeholder	07-functions.md#generic-functions	error:unresolved-generic-placeholder	unresolved-generic-placeholder	4	4	true	code-consistent	matches-impl-span	no	no-weakening	
typing/invalid/unsafe-dynamic-trait.hd	M	bd985d7	type	reject:trait-not-dynamically-safe	09-traits.md#dynamic-trait-values	error:trait-not-dynamically-safe	trait-not-dynamically-safe	5	5	true	code-consistent	matches-impl-span	no	no-weakening	
typing/invalid/unsaturated-enum-constructor.hd	M	78af8aa	type	reject:unsaturated-enum-constructor	08-data-and-enums.md#enum-declarations	error:unsaturated-enum-constructor	unsaturated-enum-constructor	3	3	true	code-consistent	matches-impl-span	whitespace-only	no-weakening	
typing/invalid/unsigned-negation.hd	M	bd985d7	type	reject:unsigned-negation	05-expressions.md#unary-and-binary-operators	error:unsigned-negation	unsigned-negation	3	-	false	code-consistent	unverified(impl lacks code)	no	no-weakening	
typing/invalid/user-suspend-implementation.hd	M	bd985d7	type	reject:sealed-trait-implementation	11-requirements-and-suspension.md#suspendt-protocol	error:sealed-trait-implementation	sealed-trait-implementation	3	3	true	code-consistent	matches-impl-span	no	no-weakening	
typing/invalid/variance-position.hd	M	bd985d7	type	reject:invalid-variance	04-type-system.md#variance	error:invalid-variance	invalid-variance	3	-	false	code-consistent	unverified(impl lacks code)	no	no-weakening	
typing/invalid/variance-representation-change.hd	M	bd985d7	type	reject:variance-representation-change	04-type-system.md#variance	error:variance-representation-change	variance-representation-change	5	-	false	code-consistent	unverified(impl lacks code)	no	no-weakening	
typing/invalid/variant-result-owner.hd	M	bd985d7	type	reject:variant-result-owner	13-gadts.md	error:variant-result-owner	variant-result-owner	5	-	false	code-consistent	unverified(impl lacks code)	no	no-weakening	
typing/valid/requirements-and-suspension.hd	M	bd985d7	type	accept	11-requirements-and-suspension.md	-	-	-	-	true	code-consistent	n/a(accept)	yes	no-weakening	body fix: base version was spec-invalid (readonly Suspend driven; data UserId called positionally); rerun: audit/probes/spec-edits/base-requirements-and-suspension.hd
typing/warnings/requirement-subtract-absent.hd	M	78af8aa	type	warn:requirement-subtract-absent	11-requirements-and-suspension.md#requirement-rows	warning:requirement-subtract-absent	requirement-subtract-absent	17	17	true	code-consistent	matches-impl-span	no	no-weakening	line choice: call site L17, not the subtracting declaration L10; spec gives no location
typing/warnings/unreachable-code.hd	M	78af8aa	type	warn:unreachable-code	06-control-flow.md#unreachable-code	warning:unreachable-code	unreachable-code	3	3	true	code-consistent	matches-impl-span	no	no-weakening	
typing/warnings/unused-local-binding.hd	M	78af8aa	type	warn:unused-local-binding	06-control-flow.md#blocks-and-completion	warning:unused-local-binding	unused-local-binding	2	2	true	code-consistent	matches-impl-span	no	no-weakening	
typing/warnings/variant-binding-name-mismatch.hd	M	78af8aa	type	warn:variant-binding-name-mismatch	06-control-flow.md#match-expressions	warning:variant-binding-name-mismatch	variant-binding-name-mismatch	6	6,6	true	code-consistent	matches-impl-span	no	no-weakening	
